(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(511, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 367)
(510, 366)
(509, 366)
(510, 367)
(510, 366)
(509, 365)
(510, 366)
(510, 366)
(509, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(511, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
(510, 366)
